id,Row,Column,Individual,Percent_Digested,Date,Plate,Absorbance1,Absorbance2,Abs2_1
2794,D,8,20,6.057268722,42079,64,0.853,0.908,0.055
2795,E,8,21,7.832898172,42079,64,0.353,0.383,0.03
2796,A,10,P721Q,41.81034483,42079,64,0.27,0.464,0.194
2797,B,10,18,19.29824561,42079,64,0.552,0.684,0.132
2798,D,10,20,7.732497388,42079,64,0.883,0.957,0.074
2799,E,10,21,16.72862454,42079,64,0.448,0.538,0.09
2800,F,10,22,16.91474966,42079,64,0.614,0.739,0.125
2801,H,10,24,29.8245614,42079,64,0.56,0.798,0.238
2802,D,12,20,3.780068729,42079,64,0.84,0.873,0.033
2803,E,12,21,17.7238806,42079,64,0.441,0.536,0.095
2804,G,12,23,7.011070111,42079,64,0.756,0.813,0.057
2805,H,12,24,27.08803612,42079,64,0.323,0.443,0.12
2806,A,2,25,37.92486583,42079,65,0.348,0.56,0.212
2807,B,2,26,13.21585903,42079,65,0.789,0.909,0.12
2808,C,2,27,3.062426384,42079,65,0.824,0.85,0.026
2809,D,2,28,16.06118547,42079,65,0.44,0.524,0.084
2810,E,2,29,11.09040075,42079,65,0.955,1.074,0.119
2811,F,2,30,11.58238173,42079,65,0.543,0.614,0.071
2812,A,4,25,23.62204724,42079,65,0.486,0.636,0.15
2813,B,4,26,2.739726027,42079,65,0.853,0.877,0.024
2814,D,4,28,15.2394775,42079,65,0.585,0.69,0.105
2815,E,4,29,8.559498956,42079,65,0.877,0.959,0.082
2816,F,4,30,10.3960396,42079,65,0.544,0.607,0.063
2817,G,4,31,25.83643123,42079,65,0.4,0.539,0.139
2818,H,4,32,14.85148515,42079,65,0.689,0.809,0.12
2819,A,6,25,31.50442478,42079,65,0.388,0.566,0.178
2820,B,6,26,11.77802945,42079,65,0.78,0.884,0.104
2821,C,6,27,10.77085533,42079,65,0.846,0.948,0.102
2822,D,6,28,9.208103131,42079,65,0.494,0.544,0.05
2823,E,6,29,2.731092437,42079,65,0.927,0.953,0.026
2824,F,6,30,8.100147275,42079,65,0.625,0.68,0.055
2825,G,6,31,39.11564626,42079,65,0.359,0.589,0.23
2826,H,6,32,29.93311037,42079,65,0.42,0.599,0.179
2827,A,8,Tx623,21.73144876,42079,65,0.444,0.567,0.123
2828,B,8,33,13.91509434,42079,65,0.731,0.849,0.118
2829,E,8,36,27.30769231,42079,65,0.379,0.521,0.142
2830,G,8,38,30.86419753,42079,65,0.393,0.568,0.175
2831,H,8,39,44.1260745,42079,65,0.391,0.699,0.308
2832,A,10,P721Q,33.92857143,42079,65,0.334,0.505,0.171
2833,B,10,33,17.40787802,42079,65,0.651,0.788,0.137
2834,C,10,34,15.38461538,42079,65,0.584,0.69,0.106
2835,E,10,36,17.75862069,42079,65,0.478,0.581,0.103
2836,F,10,37,6.666666667,42079,65,0.799,0.856,0.057
2837,H,10,39,31.11432706,42079,65,0.477,0.692,0.215
2838,B,12,33,16.26344086,42079,65,0.624,0.745,0.121
2839,C,12,34,15.83969466,42079,65,0.442,0.525,0.083
2840,E,12,36,17.93248945,42079,65,0.39,0.475,0.085
2841,F,12,37,10.41162228,42079,65,0.741,0.827,0.086
2842,H,12,39,12.99589603,42079,65,0.637,0.732,0.095
2843,A,2,40,15.89861751,42080,66,0.365,0.434,0.069
2844,B,2,41,15.31393568,42080,66,0.553,0.653,0.1
2845,C,2,42,24.62121212,42080,66,0.398,0.528,0.13
2846,D,2,43,24.09470752,42080,66,0.545,0.718,0.173
2847,E,2,44,34.22370618,42080,66,0.394,0.599,0.205
2848,F,2,45,2.567237164,42080,66,0.797,0.818,0.021
2849,G,2,46,21.38728324,42080,66,0.272,0.346,0.074
2850,H,2,47,32.44781784,42080,66,0.356,0.527,0.171
2851,A,4,40,16.45244216,42080,66,0.325,0.389,0.064
2852,B,4,41,22.9390681,42080,66,0.43,0.558,0.128
2853,C,4,42,6.910039113,42080,66,0.714,0.767,0.053
2854,D,4,43,25.45931759,42080,66,0.568,0.762,0.194
2855,E,4,44,11.69757489,42080,66,0.619,0.701,0.082
2856,F,4,45,3.233830846,42080,66,0.778,0.804,0.026
2857,G,4,46,13.82716049,42080,66,0.349,0.405,0.056
2858,H,4,47,34.21633554,42080,66,0.298,0.453,0.155
2859,A,6,40,19.40700809,42080,66,0.299,0.371,0.072
2860,B,6,41,20.3180212,42080,66,0.451,0.566,0.115
2861,C,6,42,14.04421326,42080,66,0.661,0.769,0.108
2862,D,6,43,7.343941248,42080,66,0.757,0.817,0.06
2863,E,6,44,20.45454545,42080,66,0.455,0.572,0.117
2864,F,6,45,0.507614213,42080,66,0.784,0.788,0.004
2865,G,6,46,17.92207792,42080,66,0.316,0.385,0.069
2866,H,6,47,27.97202797,42080,66,0.309,0.429,0.12
2867,A,8,Tx623,15.38461538,42080,66,0.451,0.533,0.082
2868,B,8,48,25.89928058,42080,66,0.412,0.556,0.144
2869,C,8,49,25.04638219,42080,66,0.404,0.539,0.135
2870,D,8,50,29.71698113,42080,66,0.447,0.636,0.189
2871,E,8,51,6.639004149,42080,66,0.9,0.964,0.064
2872,F,8,52,21.33105802,42080,66,0.461,0.586,0.125
2873,G,8,53,34.22053232,42080,66,0.346,0.526,0.18
2874,H,8,54,23.96804261,42080,66,0.571,0.751,0.18
2875,A,10,P721Q,47.15447154,42080,66,0.26,0.492,0.232
2876,B,10,48,22.98850575,42080,66,0.335,0.435,0.1
2877,C,10,49,26.36916836,42080,66,0.363,0.493,0.13
2878,D,10,50,16.33333333,42080,66,0.502,0.6,0.098
2879,E,10,51,5.491024287,42080,66,0.895,0.947,0.052
2880,F,10,52,17.4,42080,66,0.413,0.5,0.087
2881,G,10,53,31.54506438,42080,66,0.319,0.466,0.147
2882,H,10,54,12.91560102,42080,66,0.681,0.782,0.101
2883,B,12,48,25.76064909,42080,66,0.366,0.493,0.127
2884,C,12,49,37.52808989,42080,66,0.278,0.445,0.167
2885,D,12,50,23.65217391,42080,66,0.439,0.575,0.136
2886,E,12,51,2.430939227,42080,66,0.883,0.905,0.022
2887,G,12,53,28.21969697,42080,66,0.379,0.528,0.149
2888,H,12,54,17.79310345,42080,66,0.596,0.725,0.129
2889,A,2,55,26.9005848,42080,67,0.375,0.513,0.138
2890,B,2,56,15.25641026,42080,67,0.661,0.78,0.119
2891,C,2,57,19.65006729,42080,67,0.597,0.743,0.146
2892,D,2,58,2.065404475,42080,67,0.569,0.581,0.012
2893,E,2,59,20.40816327,42080,67,0.468,0.588,0.12
2894,F,2,60,6.19047619,42080,67,0.394,0.42,0.026
2895,H,2,62,31.58844765,42080,67,0.379,0.554,0.175
2896,A,4,55,20.51724138,42080,67,0.461,0.58,0.119
2897,B,4,56,8.745247148,42080,67,0.72,0.789,0.069
2898,C,4,57,10.42216359,42080,67,0.679,0.758,0.079
2899,D,4,58,12.07115629,42080,67,0.692,0.787,0.095
2900,E,4,59,2.392344498,42080,67,0.408,0.418,0.01
2901,H,4,62,23.20185615,42080,67,0.331,0.431,0.1
2902,A,6,55,8.398950131,42080,67,0.698,0.762,0.064
2903,B,6,56,15.42699725,42080,67,0.614,0.726,0.112
2904,C,6,57,1.055099648,42080,67,0.844,0.853,0.009
2905,D,6,58,13.40713407,42080,67,0.704,0.813,0.109
2906,E,6,59,19.12442396,42080,67,0.351,0.434,0.083
2907,F,6,60,0.838574423,42080,67,0.473,0.477,0.004
2908,H,6,62,34.16856492,42080,67,0.289,0.439,0.15
2909,B,8,63,16.92307692,42080,67,0.486,0.585,0.099
2910,C,8,64,17.1770972,42080,67,0.622,0.751,0.129
2911,D,8,65,3.903903904,42080,67,0.64,0.666,0.026
2912,E,8,66,17.42627346,42080,67,0.308,0.373,0.065
2913,F,8,67,4.44214876,42080,67,0.925,0.968,0.043
2914,G,8,68,11.73913043,42080,67,0.609,0.69,0.081
2915,H,8,69,6.382978723,42080,67,0.616,0.658,0.042
2916,A,10,P721Q,45.35147392,42080,67,0.241,0.441,0.2
2917,B,10,63,18.38235294,42080,67,0.555,0.68,0.125
2918,C,10,64,11.92170819,42080,67,0.495,0.562,0.067
2919,D,10,65,25.13368984,42080,67,0.42,0.561,0.141
2920,E,10,66,22.5,42080,67,0.279,0.36,0.081
2921,F,10,67,10.28684471,42080,67,0.907,1.011,0.104
2922,G,10,68,16.79104478,42080,67,0.669,0.804,0.135
2923,H,10,69,30.2734375,42080,67,0.357,0.512,0.155
2924,B,12,63,45.27777778,42080,67,0.394,0.72,0.326
2925,C,12,64,17.01183432,42080,67,0.561,0.676,0.115
2926,D,12,65,24.47447447,42080,67,0.503,0.666,0.163
2927,E,12,66,33.06010929,42080,67,0.245,0.366,0.121
2928,F,12,67,11.57998037,42080,67,0.901,1.019,0.118
2929,G,12,68,26.00276625,42080,67,0.535,0.723,0.188
2930,H,12,69,22.07578254,42080,67,0.473,0.607,0.134
2931,A,2,70,24.4047619,42081,68,0.254,0.336,0.082
2932,C,2,72,32.84210526,42081,68,0.319,0.475,0.156
2933,D,2,73,8.315098468,42081,68,0.419,0.457,0.038
2934,E,2,74,13.10344828,42081,68,0.504,0.58,0.076
2935,F,2,75,10.91314031,42081,68,0.4,0.449,0.049
2936,G,2,76,1.55210643,42081,68,0.444,0.451,0.007
2937,H,2,77,11.66912851,42081,68,0.598,0.677,0.079
2938,A,4,70,15.61264822,42081,68,0.427,0.506,0.079
2939,B,4,71,9.487951807,42081,68,0.601,0.664,0.063
2940,C,4,72,42.38683128,42081,68,0.28,0.486,0.206
2941,D,4,73,11.96969697,42081,68,0.581,0.66,0.079
2942,E,4,74,18.88888889,42081,68,0.511,0.63,0.119
2943,F,4,75,26.45833333,42081,68,0.353,0.48,0.127
2944,G,4,76,15.70605187,42081,68,0.585,0.694,0.109
2945,H,4,77,16.68597914,42081,68,0.719,0.863,0.144
2946,A,6,70,34.81308411,42081,68,0.279,0.428,0.149
2947,B,6,71,28.74251497,42081,68,0.476,0.668,0.192
2948,C,6,72,45.87458746,42081,68,0.328,0.606,0.278
2949,D,6,73,30.625,42081,68,0.444,0.64,0.196
2950,E,6,74,24.43280977,42081,68,0.433,0.573,0.14
2951,F,6,75,26.2585034,42081,68,0.542,0.735,0.193
2952,G,6,76,18.93830703,42081,68,0.565,0.697,0.132
2953,H,6,77,17.01346389,42081,68,0.678,0.817,0.139
2954,A,8,Tx623,7.547169811,42081,68,0.343,0.371,0.028
2955,E,8,81,4.243281471,42081,68,0.677,0.707,0.03
2956,F,8,82,18.06615776,42081,68,0.322,0.393,0.071
2957,A,10,P721Q,40.18126888,42081,68,0.396,0.662,0.266
2958,B,10,78,16.96551724,42081,68,0.602,0.725,0.123
2959,C,10,79,16.359447,42081,68,0.726,0.868,0.142
2960,D,10,80,12.5,42081,68,0.721,0.824,0.103
2961,E,10,81,13.37946943,42081,68,0.751,0.867,0.116
2962,F,10,82,30.39399625,42081,68,0.371,0.533,0.162
2963,G,10,83,4.967801288,42081,68,1.033,1.087,0.054
2964,H,10,84,12.09302326,42081,68,0.567,0.645,0.078
2965,B,12,78,16.32329635,42081,68,0.528,0.631,0.103
2966,E,12,81,6.413043478,42081,68,0.861,0.92,0.059
2967,F,12,82,24.61538462,42081,68,0.343,0.455,0.112
2968,G,12,83,0.473036897,42081,68,1.052,1.057,0.005
2969,H,12,84,15.26032316,42081,68,0.472,0.557,0.085
2970,A,2,85,30.58823529,42081,69,0.324,0.467,0.143
2971,B,2,86,2.943722944,42081,69,0.56,0.577,0.017
2972,D,2,88,18.67572156,42081,69,0.239,0.294,0.055
2973,E,2,89,31.57894737,42081,69,0.422,0.617,0.195
2974,F,2,90,10.60773481,42081,69,0.404,0.452,0.048
2975,H,2,92,11.2455516,42081,69,0.623,0.702,0.079
2976,A,4,85,27.11518858,42081,69,0.357,0.49,0.133
2977,B,4,86,18.53411963,42081,69,0.483,0.593,0.11
2978,C,4,87,5.774896877,42081,69,0.799,0.848,0.049
2979,D,4,88,19.24959217,42081,69,0.247,0.306,0.059
2980,E,4,89,24.79213908,42081,69,0.497,0.661,0.164
2981,F,4,90,14.02961808,42081,69,0.551,0.641,0.09
2982,G,4,91,11.77899211,42081,69,0.726,0.823,0.097
2983,H,4,92,15.28239203,42081,69,0.637,0.752,0.115
2984,A,6,85,20.01924928,42081,69,0.415,0.519,0.104
2985,B,6,86,8.755364807,42081,69,0.531,0.582,0.051
2986,C,6,87,0.213789417,42081,69,0.933,0.935,0.002
2987,D,6,88,28.69955157,42081,69,0.238,0.334,0.096
2988,E,6,89,37.03159442,42081,69,0.428,0.68,0.252
2989,F,6,90,26.17382617,42081,69,0.369,0.5,0.131
2990,G,6,91,13.98143091,42081,69,0.787,0.915,0.128
2991,H,6,92,12.36174366,42081,69,0.673,0.768,0.095
2992,A,8,Tx623,21.28408091,42081,69,0.447,0.568,0.121
2993,B,8,93,24.50476889,42081,69,0.514,0.681,0.167
2994,C,8,94,20.32332564,42081,69,0.517,0.649,0.132
2995,D,8,95,15.39807524,42081,69,0.483,0.571,0.088
2996,E,8,96,15.76283442,42081,69,0.582,0.691,0.109
2997,F,8,97,19.6269262,42081,69,0.495,0.616,0.121
2998,G,8,98,21.6066482,42081,69,0.424,0.541,0.117
2999,H,8,99,12.87934863,42081,69,0.588,0.675,0.087
3000,A,10,P721Q,32.39543726,42081,69,0.444,0.657,0.213
3001,B,10,93,10.78735276,42081,69,0.719,0.806,0.087
3002,C,10,94,13.28903654,42081,69,0.652,0.752,0.1
3003,D,10,95,10.10486177,42081,69,0.471,0.524,0.053
3004,E,10,96,13.42448726,42081,69,0.696,0.804,0.108
3005,F,10,97,6.974981046,42081,69,0.613,0.659,0.046
3006,G,10,98,22.37600923,42081,69,0.336,0.433,0.097
3007,H,10,99,32.75705187,42081,69,0.369,0.549,0.18
3008,B,12,93,12.3659306,42081,69,0.694,0.792,0.098
3009,C,12,94,10.51939513,42081,69,0.68,0.76,0.08
3010,D,12,95,18.43515541,42081,69,0.38,0.466,0.086
3011,E,12,96,16.93600517,42081,69,0.642,0.773,0.131
3012,F,12,97,12.6984127,42081,69,0.577,0.661,0.084
3013,G,12,98,17.86064769,42081,69,0.418,0.509,0.091
3014,H,12,99,13.43719572,42081,69,0.444,0.513,0.069
3015,A,2,100,33.33333333,42082,70,0.442,0.663,0.221
3016,B,2,101,2.972399151,42082,70,0.914,0.942,0.028
3017,C,2,102,20.28985507,42082,70,0.385,0.483,0.098
3018,D,2,103,8.571428571,42082,70,0.864,0.945,0.081
3019,F,2,105,7.851239669,42082,70,0.669,0.726,0.057
3020,G,2,106,6.221719457,42082,70,0.829,0.884,0.055
3021,H,2,107,15.65891473,42082,70,0.544,0.645,0.101
3022,A,4,100,24.95479204,42082,70,0.415,0.553,0.138
3023,B,4,101,7.280513919,42082,70,0.866,0.934,0.068
3024,C,4,102,16.78321678,42082,70,0.357,0.429,0.072
3025,D,4,103,5.625717566,42082,70,0.822,0.871,0.049
3026,E,4,104,5.764075067,42082,70,0.703,0.746,0.043
3027,F,4,105,2.7696793,42082,70,0.667,0.686,0.019
3028,G,4,106,11.55507559,42082,70,0.819,0.926,0.107
3029,H,4,107,13.62962963,42082,70,0.583,0.675,0.092
3030,A,6,100,34.82428115,42082,70,0.408,0.626,0.218
3031,B,6,101,6.545064378,42082,70,0.871,0.932,0.061
3032,C,6,102,9.735744089,42082,70,0.649,0.719,0.07
3033,D,6,103,3.864168618,42082,70,0.821,0.854,0.033
3034,E,6,104,7.638072855,42082,70,0.786,0.851,0.065
3035,F,6,105,8.577405858,42082,70,0.874,0.956,0.082
3036,G,6,106,10.56818182,42082,70,0.787,0.88,0.093
3037,H,6,107,23.16715543,42082,70,0.524,0.682,0.158
3038,A,8,Tx623,8.039492243,42082,70,0.652,0.709,0.057
3039,B,8,108,15.15650741,42082,70,0.515,0.607,0.092
3040,C,8,109,13.66366366,42082,70,0.575,0.666,0.091
3041,D,8,110,20.08928571,42082,70,0.358,0.448,0.09
3042,E,8,111,28.36676218,42082,70,0.5,0.698,0.198
3043,F,8,112,11.22194514,42082,70,0.712,0.802,0.09
3044,G,8,113,26.73611111,42082,70,0.422,0.576,0.154
3045,H,8,114,46.8,42082,70,0.266,0.5,0.234
3046,A,10,P721Q,35.98130841,42082,70,0.274,0.428,0.154
3047,B,10,108,20.45826514,42082,70,0.486,0.611,0.125
3048,C,10,109,12.44509517,42082,70,0.598,0.683,0.085
3049,D,10,110,15.13513514,42082,70,0.471,0.555,0.084
3050,E,10,111,32.17391304,42082,70,0.39,0.575,0.185
3051,F,10,112,17.78975741,42082,70,0.61,0.742,0.132
3052,G,10,113,30.63829787,42082,70,0.326,0.47,0.144
3053,H,10,114,27.25490196,42082,70,0.371,0.51,0.139
3054,B,12,108,17.61565836,42082,70,0.463,0.562,0.099
3055,C,12,109,10.55900621,42082,70,0.576,0.644,0.068
3056,D,12,110,13.83561644,42082,70,0.629,0.73,0.101
3057,E,12,111,40.52532833,42082,70,0.317,0.533,0.216
3058,F,12,112,21.05263158,42082,70,0.54,0.684,0.144
3059,G,12,113,35.51198257,42082,70,0.296,0.459,0.163
3060,H,12,114,39.09090909,42082,70,0.268,0.44,0.172
3061,A,2,115,36.34204276,42082,71,0.268,0.421,0.153
3062,B,2,116,30.15267176,42082,71,0.366,0.524,0.158
3063,C,2,117,12.45937161,42082,71,0.808,0.923,0.115
3064,D,2,118,14.07506702,42082,71,0.641,0.746,0.105
3065,E,2,119,34.02489627,42082,71,0.318,0.482,0.164
3066,F,2,120,6.240928882,42082,71,0.646,0.689,0.043
3067,G,2,121,19.04761905,42082,71,0.459,0.567,0.108
3068,H,2,122,9.456521739,42082,71,0.833,0.92,0.087
3069,B,4,116,31.67938931,42082,71,0.358,0.524,0.166
3070,C,4,117,10.53787047,42082,71,0.815,0.911,0.096
3071,D,4,118,10.3343465,42082,71,0.59,0.658,0.068
3072,E,4,119,22.60127932,42082,71,0.363,0.469,0.106
3073,F,4,120,15.17367459,42082,71,0.464,0.547,0.083
3074,G,4,121,10.24208566,42082,71,0.482,0.537,0.055
3075,H,4,122,14.35132032,42082,71,0.746,0.871,0.125
3076,A,6,115,27.23112128,42082,71,0.318,0.437,0.119
3077,B,6,116,30.07662835,42082,71,0.365,0.522,0.157
3078,C,6,117,7.065217391,42082,71,0.855,0.92,0.065
3079,E,6,119,18.84368308,42082,71,0.379,0.467,0.088
3080,F,6,120,22.38562092,42082,71,0.475,0.612,0.137
3081,G,6,121,26.24356775,42082,71,0.43,0.583,0.153
3082,H,6,122,13.64605544,42082,71,0.81,0.938,0.128
3083,A,8,Tx623,10.13888889,42082,71,0.647,0.72,0.073
3084,B,8,123,16.20111732,42082,71,0.6,0.716,0.116
3085,C,8,124,15.92261905,42082,71,0.565,0.672,0.107
3086,D,8,125,18.75,42082,71,0.364,0.448,0.084
3087,E,8,179,14.08284024,42082,71,0.726,0.845,0.119
3088,F,8,183,13.39869281,42082,71,0.795,0.918,0.123
3089,G,8,188,5.174234424,42082,71,0.898,0.947,0.049
3090,H,8,212,20,42082,71,0.54,0.675,0.135
3091,B,10,123,11.41732283,42082,71,0.675,0.762,0.087
3092,C,10,124,12.05357143,42082,71,0.591,0.672,0.081
3093,D,10,125,18.82845188,42082,71,0.388,0.478,0.09
3094,E,10,179,6.826347305,42082,71,0.778,0.835,0.057
3095,F,10,183,8.933454877,42082,71,0.999,1.097,0.098
3096,G,10,188,8.695652174,42082,71,0.777,0.851,0.074
3097,H,10,212,17.98449612,42082,71,0.529,0.645,0.116
3098,B,12,123,15.08515815,42082,71,0.698,0.822,0.124
3099,C,12,124,7.03125,42082,71,0.476,0.512,0.036
3100,D,12,125,25.77092511,42082,71,0.337,0.454,0.117
3101,E,12,179,13.17365269,42082,71,0.725,0.835,0.11
3102,F,12,183,10.42510121,42082,71,0.885,0.988,0.103
3103,G,12,188,11.3785558,42082,71,0.81,0.914,0.104
3104,H,12,212,12.97935103,42082,71,0.59,0.678,0.088
3105,A,2,215,16.27118644,42083,72,0.494,0.59,0.096
3106,B,2,231,11.57323689,42083,72,0.489,0.553,0.064
3107,C,2,243,24.3697479,42083,72,0.54,0.714,0.174
3108,E,2,277,6.033182504,42083,72,0.623,0.663,0.04
3109,F,2,278,4.329004329,42083,72,0.663,0.693,0.03
3110,G,2,298,21.02040816,42083,72,0.387,0.49,0.103
3111,H,2,306,15.91203105,42083,72,0.65,0.773,0.123
3112,A,4,215,17.6,42083,72,0.412,0.5,0.088
3113,B,4,231,10.46312178,42083,72,0.522,0.583,0.061
3114,C,4,243,30.7503075,42083,72,0.563,0.813,0.25
3115,D,4,276,12.88546256,42083,72,0.791,0.908,0.117
3116,E,4,277,9.713574097,42083,72,0.725,0.803,0.078
3117,F,4,278,10.77844311,42083,72,0.745,0.835,0.09
3118,G,4,298,29.93630573,42083,72,0.33,0.471,0.141
3119,H,4,306,12.30769231,42083,72,0.684,0.78,0.096
3120,A,6,215,15.39888683,42083,72,0.456,0.539,0.083
3121,B,6,231,5.944055944,42083,72,0.538,0.572,0.034
3122,C,6,243,19.94134897,42083,72,0.546,0.682,0.136
3123,D,6,276,8.333333333,42083,72,0.693,0.756,0.063
3124,F,6,278,8.728179551,42083,72,0.732,0.802,0.07
3125,G,6,298,25.65130261,42083,72,0.371,0.499,0.128
3126,H,6,306,17.31707317,42083,72,0.678,0.82,0.142
3127,A,8,Tx623,8.812260536,42083,72,0.476,0.522,0.046
3128,B,8,311,0.998003992,42083,72,0.496,0.501,0.005
3129,F,8,343,7.901554404,42083,72,0.711,0.772,0.061
3130,G,8,354,13.84892086,42083,72,0.479,0.556,0.077
3131,H,8,385,15.86345382,42083,72,0.419,0.498,0.079
3132,A,10,P721Q,48,42083,72,0.221,0.425,0.204
3133,B,10,311,11.24845488,42083,72,0.718,0.809,0.091
3134,C,10,338,19.2224622,42083,72,0.748,0.926,0.178
3135,D,10,341,7.007125891,42083,72,0.783,0.842,0.059
3136,E,10,342,10.60142712,42083,72,0.877,0.981,0.104
3137,F,10,343,13.8576779,42083,72,0.69,0.801,0.111
3138,H,10,385,17.25888325,42083,72,0.489,0.591,0.102
3139,B,12,311,5.945121951,42083,72,0.617,0.656,0.039
3140,C,12,338,0.49689441,42083,72,0.801,0.805,0.004
3141,D,12,341,8.637469586,42083,72,0.751,0.822,0.071
3142,E,12,342,9.041394336,42083,72,0.835,0.918,0.083
3143,F,12,343,12.68965517,42083,72,0.633,0.725,0.092
3144,G,12,354,12.75720165,42083,72,0.424,0.486,0.062
3145,H,12,385,5.217391304,42083,72,0.545,0.575,0.03
3146,B,2,398,16.49016641,42083,73,0.552,0.661,0.109
3147,C,2,400,11.67002012,42083,73,0.439,0.497,0.058
3148,D,2,401,13.90013495,42083,73,0.638,0.741,0.103
3149,E,2,402,8.396946565,42083,73,0.48,0.524,0.044
3150,F,2,403,24.51612903,42083,73,0.468,0.62,0.152
3151,G,2,405,18.24817518,42083,73,0.336,0.411,0.075
3152,H,2,407,8.953613808,42083,73,0.844,0.927,0.083
3153,A,4,397,5.535499398,42083,73,0.785,0.831,0.046
3154,B,4,398,11.23919308,42083,73,0.616,0.694,0.078
3155,C,4,400,13.0620985,42083,73,0.406,0.467,0.061
3156,D,4,401,10.83455344,42083,73,0.609,0.683,0.074
3157,E,4,402,1.374570447,42083,73,0.574,0.582,0.008
3158,F,4,403,14.30363864,42083,73,0.683,0.797,0.114
3159,G,4,405,6.382978723,42083,73,0.616,0.658,0.042
3160,H,4,407,5.488474204,42083,73,0.861,0.911,0.05
3161,A,6,397,5.37084399,42083,73,0.74,0.782,0.042
3162,B,6,398,12.3388582,42083,73,0.476,0.543,0.067
3163,C,6,400,14.54138702,42083,73,0.382,0.447,0.065
3164,D,6,401,11.77504394,42083,73,0.502,0.569,0.067
3165,E,6,402,10.97178683,42083,73,0.568,0.638,0.07
3166,F,6,403,26.69983416,42083,73,0.442,0.603,0.161
3167,G,6,405,16.41468683,42083,73,0.387,0.463,0.076
3168,H,6,407,11.5470852,42083,73,0.789,0.892,0.103
3169,A,8,Tx623,6.070826307,42083,73,0.557,0.593,0.036
3170,B,8,412,22.31182796,42083,73,0.289,0.372,0.083
3171,C,8,414,15.04237288,42083,73,0.401,0.472,0.071
3172,D,8,416,12.31454006,42083,73,0.591,0.674,0.083
3173,E,8,417,1.797752809,42083,73,0.437,0.445,0.008
3174,F,8,419,19.38931298,42083,73,0.528,0.655,0.127
3175,G,8,420,14.11764706,42083,73,0.511,0.595,0.084
3176,H,8,421,12.77955272,42083,73,0.546,0.626,0.08
3177,B,10,412,19.5505618,42083,73,0.358,0.445,0.087
3178,C,10,414,10.6884058,42083,73,0.493,0.552,0.059
3179,D,10,416,4.769230769,42083,73,0.619,0.65,0.031
3180,E,10,417,12.51819505,42083,73,0.601,0.687,0.086
3181,F,10,419,15.60402685,42083,73,0.503,0.596,0.093
3182,G,10,420,8.972267537,42083,73,0.558,0.613,0.055
3183,H,10,421,23.4167894,42083,73,0.52,0.679,0.159
3184,B,12,412,30.22222222,42083,73,0.314,0.45,0.136
3185,C,12,414,29.19075145,42083,73,0.245,0.346,0.101
3186,D,12,416,2.272727273,42083,73,0.645,0.66,0.015
3187,E,12,417,10.2661597,42083,73,0.472,0.526,0.054
3188,F,12,419,15.01706485,42083,73,0.498,0.586,0.088
3189,G,12,420,17.20588235,42083,73,0.563,0.68,0.117
3190,H,12,421,15.96958175,42083,73,0.663,0.789,0.126
3191,A,2,422,16.27670397,42086,74,0.823,0.983,0.16
3192,B,2,423,34.9137931,42086,74,0.302,0.464,0.162
3193,C,2,424,27.63578275,42086,74,0.453,0.626,0.173
3194,D,2,430,25.4601227,42086,74,0.486,0.652,0.166
3195,E,2,431,11.07692308,42086,74,0.578,0.65,0.072
3196,F,2,444,11.40235911,42086,74,0.676,0.763,0.087
3197,G,2,446,25.92592593,42086,74,0.64,0.864,0.224
3198,H,2,455,15.89506173,42086,74,0.545,0.648,0.103
3199,A,4,422,0.700700701,42086,74,0.992,0.999,0.007
3200,B,4,423,25.51020408,42086,74,0.365,0.49,0.125
3201,C,4,424,16.98440208,42086,74,0.479,0.577,0.098
3202,E,4,431,9.771986971,42086,74,0.554,0.614,0.06
3203,G,4,446,9.234234234,42086,74,0.806,0.888,0.082
3204,H,4,455,10.98169717,42086,74,0.535,0.601,0.066
3205,A,6,422,10.18220793,42086,74,0.838,0.933,0.095
3206,B,6,423,31.12582781,42086,74,0.312,0.453,0.141
3207,C,6,424,18.72,42086,74,0.508,0.625,0.117
3208,D,6,430,1.263537906,42086,74,0.547,0.554,0.007
3209,E,6,431,8.368200837,42086,74,0.438,0.478,0.04
3210,G,6,446,13.85606874,42086,74,0.802,0.931,0.129
3211,H,6,455,16.58119658,42086,74,0.488,0.585,0.097
3212,A,8,Tx623,13.68243243,42086,74,0.511,0.592,0.081
3213,B,8,464,19.57340025,42086,74,0.641,0.797,0.156
3214,C,8,490,16.18655693,42086,74,0.611,0.729,0.118
3215,D,8,492,11.85006046,42086,74,0.729,0.827,0.098
3216,E,8,498,10.24691358,42086,74,0.727,0.81,0.083
3217,F,8,500,19.50413223,42086,74,0.487,0.605,0.118
3218,G,8,511,1.801801802,42086,74,0.763,0.777,0.014
3219,H,8,527,12.51461988,42086,74,0.748,0.855,0.107
3220,A,10,P721Q,32.79883382,42086,74,0.461,0.686,0.225
3221,B,10,464,13.08539945,42086,74,0.631,0.726,0.095
3222,C,10,490,3.63372093,42086,74,0.663,0.688,0.025
3223,D,10,492,11.15384615,42086,74,0.693,0.78,0.087
3224,E,10,498,11.60593792,42086,74,0.655,0.741,0.086
3225,F,10,500,4.582651391,42086,74,0.583,0.611,0.028
3226,G,10,511,3.597122302,42086,74,0.67,0.695,0.025
3227,H,10,527,12.13535589,42086,74,0.753,0.857,0.104
3228,B,12,464,23.39514979,42086,74,0.537,0.701,0.164
